,total_sqft,bath,balcony,price,site_location,bhk
8206,1168.0,2.0,1.0,61.0,Saroornagar,2
8207,1050.0,2.0,1.0,36.75,Saroornagar,2
8209,1900.0,3.0,3.0,123.0,Saroornagar,3
8210,1804.0,3.0,2.0,121.0,Saroornagar,3
8211,2002.0,3.0,2.0,112.0,Saroornagar,3
8212,1170.0,2.0,2.0,46.79,Saroornagar,2
8213,1000.0,2.0,2.0,30.0,Saroornagar,2
8214,532.0,1.0,1.0,22.49,Saroornagar,1
8215,923.0,1.0,1.0,45.69,Saroornagar,1
8216,1080.0,2.0,2.0,39.0,Saroornagar,2
8217,965.0,1.0,1.0,32.0,Saroornagar,1
8219,700.0,2.0,1.0,40.0,Saroornagar,2
8221,1110.0,2.0,2.0,33.0,Saroornagar,2
8222,1200.0,2.0,1.0,45.0,Saroornagar,2
8224,1220.0,2.0,1.0,80.0,Saroornagar,2
8225,1494.0,2.0,2.0,94.55,Saroornagar,3
8227,1041.0,2.0,1.0,36.44,Saroornagar,2
8228,2017.0,2.0,2.0,125.0,Saroornagar,3
8231,881.0,2.0,1.0,48.06,Saroornagar,2
8232,900.0,2.0,0.0,55.0,Saroornagar,2
8233,3317.5,5.0,0.0,268.5,Saroornagar,4
8234,1680.0,3.0,2.0,125.0,Saroornagar,3
8235,1165.0,2.0,1.0,43.0,Saroornagar,2
8237,900.0,2.0,1.0,27.0,Saroornagar,2
8238,1590.0,3.0,3.0,131.0,Saroornagar,3
8239,2400.0,3.0,3.0,120.0,Saroornagar,3
8240,1232.0,2.0,1.0,87.0,Saroornagar,2
8241,1200.0,2.0,2.0,60.0,Saroornagar,2
8242,1171.0,2.0,2.0,72.0,Saroornagar,2
8243,5000.0,6.0,1.0,360.0,Saroornagar,5
8246,1730.0,3.0,2.0,115.0,Saroornagar,3
8247,1195.0,2.0,2.0,73.0,Saroornagar,2
8248,1820.0,3.0,2.0,89.0,Saroornagar,3
8249,1350.0,2.0,2.0,45.0,Saroornagar,2
8250,1150.0,2.0,2.0,45.0,Saroornagar,2
8251,527.0,1.0,0.0,35.0,Saroornagar,1
8252,1280.0,3.0,0.0,87.0,Saroornagar,3
8253,1798.0,3.0,1.0,110.0,Saroornagar,3
8254,1165.0,2.0,1.0,85.0,Saroornagar,2
8256,1270.0,2.0,1.0,95.0,Saroornagar,2
8257,1850.0,3.0,2.0,120.0,Saroornagar,3
8258,1030.0,2.0,2.0,44.0,Saroornagar,2
8259,1192.0,2.0,2.0,53.5,Saroornagar,2
8260,900.0,2.0,2.0,27.98,Saroornagar,2
8261,1890.0,4.0,3.0,125.0,Saroornagar,3
8262,1221.0,3.0,2.0,65.0,Saroornagar,3
8263,2119.0,4.0,3.0,111.0,Saroornagar,4
8264,1240.0,2.0,2.0,55.0,Saroornagar,2
8265,1525.0,2.0,2.0,91.48,Saroornagar,3
8266,1072.0,2.0,2.0,45.0,Saroornagar,2
8267,1134.0,2.0,2.0,55.0,Saroornagar,2
8268,488.0,1.0,1.0,20.0,Saroornagar,1
8269,1080.0,2.0,1.0,38.0,Saroornagar,2
8270,3565.0,4.0,0.0,218.0,Saroornagar,4
8271,1150.0,2.0,1.0,39.0,Saroornagar,2
8272,1068.0,2.0,1.0,43.0,Saroornagar,2
8273,1120.0,2.0,1.0,51.0,Saroornagar,2
8274,1200.0,3.0,0.0,78.0,Saroornagar,2
8275,900.0,2.0,1.0,27.0,Saroornagar,2
8277,1195.0,2.0,2.0,100.0,Saroornagar,2
8279,980.0,2.0,1.0,51.0,Saroornagar,2
8280,900.0,2.0,1.0,46.29,Saroornagar,2
8281,1457.0,2.0,3.0,60.0,Saroornagar,2
8282,1382.0,2.0,2.0,84.5,Saroornagar,2
8284,1938.0,3.0,3.0,105.0,Saroornagar,3
8289,1355.0,2.0,1.0,73.0,Saroornagar,2
8290,2250.0,3.0,2.0,148.0,Secunderabad,3
8291,1800.0,3.0,3.0,120.0,Secunderabad,3
8294,1656.0,2.0,1.0,120.0,Secunderabad,2
8295,1128.0,2.0,1.0,63.0,Secunderabad,2
8296,1419.0,3.0,3.0,75.0,Secunderabad,3
8297,1140.0,2.0,1.0,56.0,Secunderabad,2
8298,445.0,1.0,0.0,28.0,Secunderabad,1
8299,1360.0,2.0,1.0,71.0,Secunderabad,3
8300,1175.0,2.0,2.0,47.0,Secunderabad,2
8301,1135.0,2.0,1.0,39.73,Secunderabad,2
8302,883.0,2.0,1.0,45.0,Secunderabad,2
8303,3024.0,5.0,1.0,248.0,Secunderabad,4
8304,1639.0,3.0,1.0,98.32,Secunderabad,3
8305,1100.0,2.0,1.0,60.0,Secunderabad,2
8306,1052.0,2.0,2.0,50.0,Secunderabad,2
8308,985.0,2.0,1.0,58.0,Secunderabad,2
8309,1030.0,2.0,1.0,50.0,Secunderabad,2
8310,1567.0,3.0,3.0,90.0,Secunderabad,3
8311,1050.0,2.0,1.0,35.0,Secunderabad,2
8312,1936.0,4.0,2.0,126.0,Secunderabad,3
8314,1685.0,3.0,2.0,95.0,Secunderabad,3
8316,2350.0,3.0,2.0,174.0,Secunderabad,3
8317,2400.0,2.0,1.0,150.0,Secunderabad,3
8319,915.0,2.0,1.0,38.0,Secunderabad,2
8320,1132.0,2.0,1.0,89.37,Secunderabad,2
8321,769.0,2.0,1.0,40.0,Secunderabad,2
8323,1092.0,2.0,2.0,44.0,Secunderabad,2
8324,1934.0,2.0,0.0,90.0,Secunderabad,2
8325,960.0,2.0,3.0,56.0,Secunderabad,2
8326,1700.0,3.0,3.0,88.0,Secunderabad,3
8328,1350.0,2.0,1.0,110.0,Secunderabad,2
8329,1086.0,2.0,1.0,47.5,Secunderabad,2
8330,2254.0,3.0,2.0,170.0,Secunderabad,3
8331,997.0,2.0,3.0,53.0,Secunderabad,2
8333,1050.0,2.0,2.0,39.0,Secunderabad,2
8334,1090.0,2.0,2.0,45.0,Secunderabad,2
8335,900.0,2.0,2.0,45.0,Secunderabad,2
8336,1145.0,2.0,2.0,56.0,Secunderabad,2
8337,1240.0,2.0,1.0,44.3,Secunderabad,2
8338,1100.0,2.0,3.0,85.0,Secunderabad,3
8339,1040.0,2.0,1.0,46.79,Secunderabad,2
8340,997.0,3.0,2.0,55.0,Secunderabad,3
8341,1151.0,2.0,1.0,49.0,Secunderabad,2
8342,2423.0,4.0,3.0,160.0,Secunderabad,3
8343,690.0,1.0,1.0,39.8,Secunderabad,1
8344,1100.0,2.0,1.0,54.0,Secunderabad,2
8345,1050.0,2.0,1.0,45.0,Secunderabad,2
8346,1605.0,3.0,2.0,100.0,Secunderabad,3
8347,1829.0,3.0,2.0,125.0,Secunderabad,3
8349,960.0,2.0,2.0,50.0,Secunderabad,2
8350,1480.0,3.0,2.0,95.0,Secunderabad,3
8351,1600.0,3.0,3.0,79.0,Secunderabad,3
8352,950.0,2.0,0.0,32.0,Secunderabad,2
8353,1434.0,3.0,3.0,84.0,Secunderabad,3
8354,1061.0,2.0,1.0,54.92,Secunderabad,2
8355,2273.0,4.0,2.0,192.0,Secunderabad,3
8357,1303.0,2.0,1.0,90.0,Secunderabad,2
8358,2070.0,4.0,2.0,160.0,Secunderabad,3
8360,1000.0,2.0,1.0,38.0,Secunderabad,2
8361,1100.0,2.0,1.0,46.75,Secunderabad,2
8362,1115.0,2.0,2.0,78.0,Secunderabad,2
8363,1194.0,2.0,2.0,46.0,Secunderabad,2
8364,800.0,1.0,1.0,29.5,Secunderabad,1
8365,1855.0,3.0,3.0,140.0,Secunderabad,3
8366,2000.0,4.0,1.0,130.0,Secunderabad,4
8367,1630.0,3.0,2.0,131.0,Secunderabad,3
8368,2400.0,4.0,0.0,97.0,Secunderabad,5
8369,1107.0,2.0,1.0,45.0,Secunderabad,2
8370,600.0,1.0,1.0,35.0,Secunderabad,1
8371,1340.0,2.0,1.0,75.0,Secunderabad,2
8372,1881.0,3.0,2.0,145.0,Secunderabad,3
8373,1251.0,2.0,1.0,46.0,Secunderabad,2
8374,2082.0,3.0,2.0,104.0,Secunderabad,3
8375,1300.0,2.0,1.0,91.65,Secunderabad,2
8376,1460.0,2.0,2.0,87.0,Secunderabad,3
8377,1400.0,2.0,1.0,70.0,Secunderabad,2
8378,2700.0,7.0,3.0,110.0,Secunderabad,6
8379,1007.0,2.0,1.0,68.0,Secunderabad,2
8380,1660.0,3.0,2.0,85.0,Secunderabad,3
8382,1140.0,2.0,2.0,56.0,Secunderabad,2
8384,800.0,2.0,1.0,33.0,Secunderabad,2
8386,1100.0,2.0,2.0,47.0,Secunderabad,2
8387,1600.0,5.0,0.0,130.0,Secunderabad,4
8389,540.0,1.0,0.0,35.0,Secunderabad,1
8390,1920.0,3.0,2.0,130.0,Secunderabad,3
8391,1206.0,2.0,3.0,53.0,Secunderabad,2
8392,955.0,2.0,0.0,38.19,Secunderabad,2
8393,1369.0,2.0,3.0,72.0,Secunderabad,3
8395,1070.0,2.0,1.0,45.5,Serilingampally,2
8396,1900.0,3.0,2.0,119.0,Serilingampally,3
8397,1200.0,2.0,0.0,60.0,Serilingampally,2
8398,2805.0,5.0,3.0,154.0,Serilingampally,4
8399,1075.0,2.0,2.0,45.8,Serilingampally,2
8400,810.0,2.0,2.0,24.5,Serilingampally,2
8401,920.0,2.0,1.0,40.0,Serilingampally,2
8402,1005.0,2.0,1.0,55.78,Serilingampally,2
8403,1500.0,3.0,2.0,115.0,Serilingampally,3
8404,1281.0,2.0,1.0,74.0,Serilingampally,2
8407,1372.0,2.0,1.0,61.0,Serilingampally,2
8410,1140.0,2.0,1.0,50.66,Serilingampally,2
8411,1200.0,2.0,1.0,53.33,Serilingampally,2
8412,925.0,2.0,2.0,51.0,Serilingampally,2
8413,1200.0,2.0,2.0,50.0,Serilingampally,2
8414,1175.0,2.0,2.0,48.27,Serilingampally,2
8416,1152.0,2.0,2.0,69.0,Serilingampally,2
8417,1100.0,2.0,2.0,45.0,Serilingampally,2
8418,900.0,2.0,2.0,56.0,Serilingampally,2
8419,1196.0,2.0,2.0,51.15,Serilingampally,2
8420,3400.0,5.0,3.0,240.0,Serilingampally,4
8422,1166.0,2.0,1.0,53.0,Serilingampally,2
8423,1440.0,2.0,1.0,115.0,Serilingampally,2
8424,858.0,2.0,1.0,31.57,Serilingampally,2
8425,2400.0,4.0,1.0,180.0,Serilingampally,3
8426,1720.0,3.0,1.0,135.0,Serilingampally,3
8428,929.0,2.0,1.0,48.0,Serilingampally,2
8429,1274.0,2.0,1.0,81.0,Serilingampally,2
8430,1320.0,2.0,3.0,79.5,Serilingampally,2
8431,1146.0,2.0,3.0,55.0,Serilingampally,2
8433,1080.0,2.0,2.0,73.0,Serilingampally,2
8434,1789.0,3.0,2.0,98.0,Serilingampally,3
8436,1665.0,3.0,2.0,105.0,Serilingampally,3
8437,861.0,2.0,1.0,34.5,Serilingampally,2
8439,710.0,2.0,2.0,40.0,Serilingampally,1
8440,1450.0,2.0,2.0,81.0,Serilingampally,3
8441,1125.0,2.0,1.0,47.0,Serilingampally,2
8442,1050.0,2.0,2.0,46.0,Serilingampally,2
8443,1184.0,2.0,1.0,69.0,Serilingampally,2
8444,1680.0,3.0,1.0,101.0,Serilingampally,3
8445,1949.0,3.0,1.0,133.0,Serilingampally,3
8446,635.0,1.0,0.0,26.0,Serilingampally,1
8447,1031.0,2.0,1.0,53.0,Serilingampally,2
8448,750.0,1.0,1.0,51.0,Serilingampally,1
8451,1039.0,2.0,2.0,39.5,Serilingampally,2
8452,1230.0,2.0,1.0,79.0,Serilingampally,2
8454,1232.0,2.0,1.0,74.0,Serilingampally,2
8457,960.0,2.0,3.0,37.0,Serilingampally,2
8458,1100.0,2.0,2.0,55.0,Serilingampally,2
8459,1546.0,3.0,1.0,95.0,Serilingampally,3
8461,1311.0,2.0,1.0,84.86,Serilingampally,3
8462,2095.0,3.0,2.0,142.0,Serilingampally,3
8463,1485.0,3.0,3.0,132.0,Serilingampally,2
8464,952.0,2.0,2.0,49.0,Serilingampally,2
8465,662.0,1.0,1.0,29.0,Serilingampally,1
8466,900.0,2.0,0.0,65.0,Serilingampally,2
8468,1227.0,2.0,2.0,70.0,Serilingampally,2
8469,1919.0,3.0,2.0,121.0,Serilingampally,3
8470,1200.0,1.0,1.0,36.0,Serilingampally,2
8471,1702.0,3.0,2.0,115.0,Serilingampally,3
8472,1210.0,2.0,1.0,80.0,Serilingampally,2
8473,1200.0,2.0,2.0,62.0,Serilingampally,2
8474,1242.0,2.0,1.0,75.0,Serilingampally,2
8475,1163.0,2.0,2.0,68.0,Serilingampally,2
8476,2400.0,3.0,1.0,177.0,Serilingampally,3
8478,1200.0,2.0,0.0,66.0,Serilingampally,3
8479,3600.0,5.0,3.0,145.0,Serilingampally,5
8480,1100.0,2.0,2.0,45.0,Serilingampally,2
8481,1225.0,2.0,1.0,45.0,Serilingampally,2
8482,1110.0,2.0,1.0,39.9,Serilingampally,2
8483,1205.0,2.0,1.0,41.0,Serilingampally,2
8484,1645.0,3.0,2.0,117.0,Serilingampally,3
8485,1500.0,2.0,2.0,120.0,Serilingampally,3
8486,1128.0,2.0,1.0,67.0,Serilingampally,2
8488,960.0,2.0,3.0,50.0,Serilingampally,2
8489,2500.0,5.0,2.0,185.0,Serilingampally,6
8491,1200.0,2.0,1.0,115.0,Serilingampally,2
8492,1270.0,2.0,1.0,73.0,Serilingampally,3
8493,1423.0,2.0,2.0,85.0,Serilingampally,3
8494,1200.0,2.0,2.0,60.5,Serilingampally,2
8495,1200.0,2.0,2.0,44.73,Serilingampally,2
8496,1655.0,3.0,3.0,95.0,Serilingampally,3
8497,980.0,2.0,2.0,60.0,Serilingampally,3
8498,1360.0,2.0,1.0,78.19,Serilingampally,2
8499,1346.0,2.0,1.0,74.03,Serilingampally,2
8500,2099.0,3.0,2.0,134.0,Serilingampally,3
8501,1353.0,2.0,2.0,110.0,Serilingampally,2
8502,1100.0,2.0,2.0,48.0,Shabad,2
8503,2497.0,3.0,2.0,140.0,Shabad,3
8505,1665.0,3.0,2.0,95.0,Shabad,3
8506,1040.0,2.0,1.0,48.5,Shabad,2
8508,1083.0,2.0,2.0,61.75,Shabad,2
8509,2181.0,3.0,2.0,152.0,Shabad,4
8510,1100.0,3.0,2.0,58.0,Shabad,3
8511,1325.0,2.0,2.0,71.55,Shabad,2
8512,1290.0,2.0,3.0,74.0,Shabad,2
8513,1480.0,2.0,2.0,65.0,Shabad,2
8514,510.0,1.0,1.0,25.25,Shabad,1
8515,1128.0,2.0,2.0,38.24,Shabad,2
8517,1050.0,2.0,1.0,62.0,Shabad,2
8518,1185.0,2.0,2.0,47.39,Shabad,2
8520,581.91,2.0,1.0,25.0,Shabad,1
8521,2000.0,4.0,1.0,139.0,Shabad,4
8523,1270.0,2.0,1.0,83.0,Shabad,2
8524,1050.0,2.0,2.0,45.0,Shabad,2
8527,1200.0,2.0,3.0,42.0,Shabad,2
8528,1346.0,2.0,1.0,96.17,Shabad,2
8529,2100.0,3.0,3.0,170.0,Shabad,3
8530,1400.0,2.0,2.0,65.0,Shabad,2
8531,1200.0,3.0,2.0,78.0,Shabad,3
8533,1300.0,2.0,2.0,65.0,Shabad,2
8535,2238.0,3.0,1.0,140.0,Shabad,3
8536,1197.0,2.0,1.0,79.0,Shabad,2
8537,1023.0,2.0,2.0,42.0,Shabad,2
8540,1650.0,3.0,3.0,86.45,Shabad,3
8541,2400.0,3.0,3.0,150.0,Shabad,7
8542,708.0,1.0,0.0,28.32,Shabad,1
8544,1110.0,2.0,0.0,65.0,Shabad,2
8546,1060.0,2.0,2.0,35.0,Shabad,2
8547,2266.0,3.0,2.0,169.0,Shabad,3
8548,1190.0,2.0,2.0,60.0,Shabad,2
8549,982.0,2.0,2.0,55.0,Shabad,2
8550,1334.0,2.0,3.0,42.69,Shabad,2
8551,1200.0,2.0,0.0,53.0,Shabad,2
8553,1301.0,2.0,2.0,65.0,Shabad,2
8554,1073.0,2.0,2.0,60.0,Shabad,2
8556,1065.0,2.0,1.0,45.0,Shabad,2
8557,1000.0,2.0,0.0,48.0,Shabad,2
8558,1489.0,2.0,3.0,82.0,Shabad,3
8559,905.0,1.0,1.0,62.0,Shabad,1
8560,2710.0,6.0,2.0,142.0,Shabad,4
8561,1180.0,2.0,1.0,56.0,Shabad,2
8562,1200.0,2.0,1.0,42.0,Shabad,2
8563,1352.0,3.0,1.0,93.0,Shabad,2
8565,1700.0,3.0,0.0,88.2,Shabad,3
8567,1015.0,2.0,2.0,37.0,Shabad,2
8568,1503.0,2.0,2.0,93.0,Shabad,3
8569,1419.0,2.0,3.0,87.0,Shabad,3
8570,1142.0,2.0,2.0,65.0,Shabad,2
8571,1680.0,3.0,2.0,117.0,Shabad,3
8572,1350.0,2.0,2.0,65.0,Shabad,2
8573,1200.0,2.0,0.0,80.0,Shabad,2
8575,1200.0,3.0,0.0,66.0,Shabad,3
8576,1360.0,3.0,1.0,75.0,Shabad,3
8577,1400.0,2.0,2.0,45.0,Shabad,2
8578,1350.0,2.0,0.0,45.0,Shabad,1
8579,1860.0,3.0,2.0,130.0,Shabad,3
8580,2990.0,3.0,2.0,198.0,Shabad,4
8581,865.0,2.0,1.0,40.0,Shabad,2
8582,1270.0,2.0,1.0,80.0,Shabad,2
8583,845.0,2.0,1.0,45.82,Shabad,2
8584,1200.0,2.0,2.0,48.0,Shabad,2
8585,1059.0,2.0,1.0,62.0,Shabad,2
8586,1300.0,2.0,2.0,80.0,Shabad,2
8587,2980.0,4.0,2.0,260.0,Shabad,3
8588,1200.0,2.0,1.0,55.0,Shabad,2
8589,795.0,1.0,1.0,32.6,Shabad,2
8590,1000.0,2.0,3.0,58.0,Shabad,2
8593,1130.0,2.0,1.0,36.0,Shabad,2
8594,935.0,2.0,3.0,45.0,Shabad,2
8595,929.0,1.0,2.0,51.0,Shabad,2
8597,1150.0,2.0,2.0,40.0,Shabad,2
8598,1392.0,3.0,1.0,69.46,Shabad,3
8602,1750.0,3.0,2.0,105.0,Shabad,3
8603,1350.0,3.0,2.0,80.99,Shabad,3
8604,1745.0,3.0,2.0,140.0,Shabad,3
8605,2500.0,4.0,0.0,170.0,Shabad,4
8606,1065.0,2.0,1.0,30.75,Shabad,2
8607,1715.0,3.0,3.0,120.0,Shabad,3
8608,1346.0,2.0,1.0,74.03,Shabad,2
8609,1153.0,2.0,2.0,58.0,Shabad,2
8611,964.0,2.0,1.0,62.0,Shabad,2
8612,1160.0,2.0,1.0,65.0,Shabad,2
8613,1583.0,3.0,1.0,95.23,Shabad,3
8614,1850.0,3.0,3.0,110.0,Shabad,3
8615,1267.0,3.0,1.0,78.0,Shabad,2
8617,3360.0,5.0,2.0,221.0,Shabad,4
8618,1330.74,2.0,2.0,91.79,Shadnagar,2
8619,1080.0,2.0,2.0,39.0,Shadnagar,2
8620,2650.0,4.0,2.0,198.0,Shadnagar,4
8621,1069.0,2.0,1.0,55.0,Shadnagar,2
8622,1920.0,3.0,2.0,134.0,Shadnagar,3
8623,1470.0,2.0,2.0,82.0,Shadnagar,3
8624,1246.0,2.0,1.0,67.3,Shadnagar,2
8625,1548.0,3.0,2.0,89.5,Shadnagar,3
8626,750.0,1.0,0.0,56.25,Shadnagar,1
8627,1510.0,2.0,1.0,105.0,Shadnagar,3
8628,1009.0,2.0,1.0,38.34,Shadnagar,2
8629,687.325,2.0,0.0,42.72,Shadnagar,2
8630,1200.0,4.0,2.0,72.0,Shadnagar,4
8631,1585.0,3.0,2.0,88.0,Shadnagar,3
8632,925.0,2.0,1.0,40.0,Shadnagar,2
8634,1100.0,2.0,1.0,53.35,Shadnagar,2
8635,1400.0,3.0,1.0,115.0,Shadnagar,3
8636,935.0,2.0,1.0,45.0,Shadnagar,2
8637,1200.0,2.0,1.0,58.5,Shadnagar,2
8639,1405.0,2.0,2.0,77.0,Shadnagar,3
8641,1200.0,2.0,0.0,65.0,Shadnagar,3
8642,912.0,2.0,1.0,55.0,Shadnagar,2
8643,1040.0,2.0,2.0,46.0,Shadnagar,2
8644,1662.0,3.0,2.0,85.0,Shadnagar,3
8645,1200.0,3.0,2.0,66.0,Shadnagar,3
8646,1350.0,2.0,2.0,68.0,Shadnagar,3
8649,1310.0,2.0,1.0,85.0,Shadnagar,3
8650,1170.0,2.0,2.0,46.8,Shadnagar,2
8651,1125.0,2.0,1.0,44.0,Shadnagar,2
8652,3295.0,4.0,2.0,260.0,Shadnagar,5
8653,1515.0,2.0,1.0,79.0,Shadnagar,3
8654,705.0,1.0,1.0,52.5,Shadnagar,1
8655,1395.0,2.0,2.0,72.0,Shadnagar,3
8656,661.0,1.0,1.0,36.0,Shadnagar,1
8657,4500.0,7.0,3.0,294.0,Shadnagar,5
8658,1200.0,2.0,0.0,63.0,Shadnagar,2
8659,1210.0,2.0,1.0,74.0,Shadnagar,2
8660,1005.0,2.0,1.0,39.77,Shadnagar,2
8661,981.0,2.0,2.0,37.28,Shadnagar,2
8663,1554.3,4.0,1.0,131.0,Shadnagar,4
8665,1100.0,2.0,1.0,60.0,Shadnagar,2
8667,1079.0,2.0,1.0,60.0,Shadnagar,2
8668,750.0,2.0,1.0,33.0,Shadnagar,2
8669,1490.0,3.0,2.0,79.0,Shadnagar,3
8670,1096.0,2.0,2.0,40.55,Shadnagar,2
8671,1080.0,2.0,2.0,44.8,Shadnagar,2
8672,1593.0,3.0,1.0,118.0,Shadnagar,3
8673,1163.0,2.0,2.0,68.0,Shadnagar,2
8675,883.0,2.0,1.0,37.0,Shadnagar,2
8677,1600.0,3.0,2.0,83.0,Shadnagar,3
8678,1007.0,2.0,1.0,66.0,Shadnagar,2
8679,1255.0,2.0,1.0,95.0,Shadnagar,3
8680,1760.0,3.0,2.0,142.0,Shadnagar,3
8681,1000.0,2.0,2.0,34.0,Shadnagar,2
8682,1047.0,2.0,1.0,89.0,Shadnagar,2
8684,1365.0,3.0,1.0,80.0,Shadnagar,3
8686,1640.0,3.0,2.0,120.0,Shadnagar,3
8687,750.0,2.0,1.0,27.0,Shadnagar,2
8688,1580.0,3.0,3.0,125.0,Shadnagar,3
8689,2200.0,4.0,2.0,130.0,Shadnagar,4
8690,1240.0,2.0,2.0,42.04,Shadnagar,2
8691,1235.0,2.0,2.0,52.76,Shadnagar,2
8692,1100.0,3.0,1.0,58.0,Shadnagar,3
8693,1232.0,3.0,1.0,96.0,Shadnagar,3
8695,2087.0,4.0,2.0,139.0,Shadnagar,3
8696,1073.0,2.0,2.0,72.0,Shadnagar,2
8697,1500.0,2.0,0.0,85.0,Shadnagar,1
8698,1750.0,3.0,2.0,120.0,Shadnagar,3
8699,1262.0,2.0,1.0,65.0,Shadnagar,3
8701,1167.0,2.0,1.0,63.0,Shadnagar,2
8702,660.0,1.0,1.0,23.0,Shadnagar,2
8705,1010.0,2.0,2.0,38.0,Shadnagar,2
8706,1450.0,2.0,1.0,102.0,Shadnagar,3
8707,1530.0,2.0,3.0,89.0,Shadnagar,3
8710,1125.0,2.0,1.0,65.0,Shadnagar,2
8711,1175.0,2.0,2.0,83.0,Shadnagar,2
8712,1273.0,2.0,2.0,60.0,Shadnagar,2
8713,1194.0,2.0,2.0,47.0,Shadnagar,2
8715,995.0,2.0,1.0,48.0,Shadnagar,2
8716,1255.0,2.0,1.0,55.5,Shadnagar,2
8717,1055.0,2.0,3.0,75.0,Shadnagar,2
8718,825.0,2.0,1.0,30.0,Shadnagar,2
8719,957.0,2.0,2.0,56.0,Shadnagar,2
8720,1025.0,2.0,2.0,43.04,Shadnagar,2
8721,2425.0,5.0,1.0,195.0,Shadnagar,4
8722,1175.0,2.0,2.0,73.5,Shaikpet,2
8723,1413.0,2.0,2.0,75.0,Shaikpet,3
8724,1359.0,2.0,1.0,87.0,Shaikpet,2
8725,1450.0,3.0,0.0,100.0,Shaikpet,3
8727,1000.0,2.0,1.0,53.0,Shaikpet,2
8728,1709.0,3.0,2.0,150.0,Shaikpet,3
8729,1683.0,3.0,1.0,109.0,Shaikpet,3
8730,1145.0,2.0,2.0,60.0,Shaikpet,3
8731,1113.0,2.0,1.0,62.0,Shaikpet,2
8733,700.0,1.0,0.0,38.0,Shaikpet,1
8734,1586.0,3.0,1.0,100.0,Shaikpet,3
8739,2790.0,4.0,3.0,198.0,Shaikpet,4
8740,650.0,1.0,1.0,26.0,Shaikpet,1
8741,1296.0,2.0,1.0,89.0,Shaikpet,2
8742,825.0,1.0,0.0,36.29,Shaikpet,1
8743,1370.0,2.0,2.0,75.0,Shaikpet,2
8744,2556.0,3.0,2.0,133.0,Shaikpet,3
8749,1260.0,2.0,3.0,100.0,Shaikpet,2
8750,1500.0,2.0,2.0,125.0,Shaikpet,3
8751,1777.0,3.0,2.0,100.0,Shaikpet,3
8753,460.0,1.0,1.0,21.0,Shaikpet,1
8754,3259.0,3.0,0.0,270.0,Shaikpet,3
8756,1571.0,3.0,2.0,105.0,Shaikpet,3
8758,1255.0,2.0,2.0,74.0,Shaikpet,2
8760,1180.0,2.0,2.0,63.0,Shaikpet,2
8761,1270.0,2.0,2.0,78.0,Shaikpet,2
8763,2275.0,4.0,2.0,180.0,Shaikpet,3
8765,1690.0,3.0,2.0,125.0,Shaikpet,3
8768,1550.0,2.0,2.0,79.0,Shaikpet,3
8769,600.0,1.0,1.0,30.0,Shaikpet,1
8770,600.0,1.0,1.0,43.0,Shaikpet,1
8771,1685.0,3.0,2.0,85.0,Shaikpet,3
8774,1152.0,2.0,1.0,90.0,Shaikpet,2
8775,975.0,2.0,1.0,65.0,Shaikpet,2
8777,1755.0,3.0,2.0,130.0,Shaikpet,3
8780,1250.0,2.0,2.0,82.0,Shaikpet,2
8786,1950.0,3.0,2.0,115.0,Shaikpet,3
8789,1110.0,3.0,3.0,59.0,Shaikpet,3
8792,1200.0,4.0,2.0,100.0,Shaikpet,4
8793,1040.0,2.0,1.0,75.0,Shaikpet,2
8795,2357.0,3.0,2.0,135.0,Shaikpet,3
8801,1850.0,3.0,2.0,120.0,Shaikpet,3
8806,550.0,1.0,1.0,27.0,Shaikpet,1
8809,1260.0,2.0,2.0,85.05,Shaikpet,3
8810,1600.0,3.0,2.0,100.0,Shaikpet,3
8812,1275.0,3.0,3.0,63.43,Shaikpet,3
8814,1448.0,4.0,0.0,118.0,Shaikpet,3
8815,1600.0,3.0,3.0,79.0,Shaikpet,3
8817,2600.0,3.0,2.0,160.0,Shaikpet,3
8822,1520.0,2.0,3.0,80.0,Shaikpet,3
8823,1852.0,3.0,2.0,125.0,Shaikpet,3
8825,985.0,2.0,1.0,50.17,Shaikpet,2
8826,883.0,2.0,1.0,49.0,Shaikpet,2
8829,1095.0,2.0,1.0,57.0,Shaikpet,2
8831,1400.0,2.0,1.0,95.0,Shamirpet,3
8832,5000.0,9.0,3.0,210.0,Shamirpet,9
8833,3800.0,4.0,3.0,250.0,Shamirpet,4
8838,1121.0,2.0,2.0,78.0,Shamirpet,2
8840,1200.0,4.0,2.0,105.0,Shamirpet,4
8841,1200.0,5.0,2.0,110.0,Shamirpet,4
8842,1645.0,3.0,2.0,100.0,Shamirpet,3
8843,1450.0,2.0,2.0,135.0,Shamirpet,3
8844,1150.0,2.0,2.0,80.0,Shamirpet,2
8845,1195.0,2.0,1.0,84.0,Shamirpet,2
8847,1418.0,2.0,2.0,103.0,Shamirpet,2
8848,1246.0,2.0,1.0,82.0,Shamirpet,2
8849,1098.0,2.0,1.0,68.0,Shamirpet,2
8850,1225.0,2.0,1.0,67.38,Shamirpet,2
8851,1798.0,3.0,1.0,120.0,Shamirpet,3
8852,1563.0,3.0,2.0,91.84,Shamirpet,3
8853,1392.0,2.0,1.0,98.0,Shamirpet,2
8855,1910.0,3.0,1.0,190.0,Shamirpet,3
8856,2170.0,3.0,2.0,151.0,Shamirpet,3
8857,2106.0,3.0,2.0,126.0,Shamirpet,3
